date,volume,open,close,high,low,symbol
2020-07-02,7600934.0,11.26,10.97,11.68,10.8601,AA
2020-07-06,7143230.0,11.35,11.47,11.5748,11.02,AA
2020-07-07,4646999.0,11.23,11.23,11.64,11.11,AA
2020-07-08,12443865.0,12.07,11.09,12.12,10.89,AA
2020-07-09,8144198.0,11.03,10.52,11.0606,10.46,AA
2020-07-10,7942480.0,10.49,11.41,11.42,10.4314,AA
2020-07-13,7966575.0,11.53,11.51,11.975,11.465,AA
2020-07-14,11479847.0,11.38,12.61,12.7,11.24,AA
2020-07-15,11940244.0,12.85,12.69,12.97,12.125,AA
2020-07-16,16854152.0,12.81,13.49,13.7,12.75,AA
2020-07-17,9857183.0,13.54,13.06,13.86,12.78,AA
2020-07-20,4737915.0,12.9,12.72,13.0924,12.71,AA
2020-07-21,5844339.0,12.83,13.16,13.27,12.81,AA
2020-07-22,4904438.0,13.05,13.07,13.385,13.0,AA
2020-07-23,5748089.0,13.02,12.71,13.17,12.62,AA
2020-07-24,4208033.0,12.59,12.75,12.86,12.3,AA
2020-07-27,4756279.0,12.81,13.24,13.31,12.5331,AA
2020-07-28,3584182.0,12.97,12.91,13.12,12.8,AA
2020-07-29,4799153.0,13.0,13.18,13.36,12.81,AA
2020-07-30,6695809.0,12.83,13.18,13.25,12.47,AA
2020-07-31,10329022.0,12.92,13.0,13.13,12.48,AA
2020-08-03,5936745.0,13.08,13.68,13.78,12.92,AA
2020-08-04,4931110.0,13.61,13.67,13.85,13.3,AA
2020-08-05,9553650.0,14.0,14.68,14.8454,14.0,AA
2020-08-06,10093467.0,14.73,14.9,15.5,14.3201,AA
2020-08-07,6634145.0,14.64,14.67,14.84,14.23,AA
2020-08-10,8147573.0,14.86,15.57,16.07,14.84,AA
2020-08-11,7861557.0,16.02,14.89,16.07,14.83,AA
2020-08-12,4051849.0,15.27,14.96,15.415,14.82,AA
2020-08-13,4192775.0,14.75,14.48,15.12,14.42,AA
2020-08-14,3020293.0,14.33,14.64,14.78,14.18,AA
2020-08-17,2558634.0,14.75,14.5,14.9,14.36,AA
2020-08-18,4604763.0,14.62,14.76,14.9774,14.57,AA
2020-08-19,7343316.0,14.8,15.31,15.945,14.77,AA
2020-08-20,3186960.0,15.04,15.19,15.245,14.73,AA
2020-08-21,4419748.0,14.91,14.6,15.04,14.515,AA
2020-08-24,3211119.0,14.85,15.12,15.13,14.7,AA
2020-08-25,2394397.0,15.12,15.05,15.25,14.82,AA
2020-08-26,3184748.0,15.09,15.07,15.44,15.02,AA
2020-08-27,3278432.0,15.22,14.84,15.33,14.672,AA
2020-08-28,3170873.0,15.01,15.12,15.18,14.8605,AA
2020-08-31,4069558.0,15.23,14.62,15.23,14.62,AA
2020-09-01,4172565.0,14.64,15.09,15.18,14.24,AA
2020-09-02,5996673.0,14.73,14.67,14.87,14.41,AA
2020-09-03,3970436.0,14.53,14.23,14.78,14.01,AA
2020-09-04,3983174.0,14.52,14.4,14.67,13.9,AA
2020-09-08,5057302.0,14.26,14.23,14.555,13.69,AA
2020-09-09,3144599.0,14.32,14.1,14.4,14.05,AA
2020-09-10,4236233.0,14.15,13.78,14.34,13.73,AA
2020-09-11,4244361.0,13.89,13.98,14.28,13.675,AA
2020-09-14,2790009.0,14.19,14.05,14.22,13.87,AA
2020-09-15,5400549.0,14.2,13.78,14.39,13.78,AA
2020-09-16,5640690.0,13.92,13.9,14.08,13.705,AA
2020-09-17,7532118.0,13.61,13.45,13.64,13.21,AA
2020-09-18,8033137.0,13.49,13.32,13.805,13.3,AA
2020-09-21,7164250.0,12.96,12.3,13.0899,11.985,AA
2020-09-22,4958307.0,12.36,12.21,12.42,11.89,AA
2020-09-23,5461522.0,12.01,11.64,12.39,11.57,AA
2020-09-24,3976542.0,11.66,11.7,11.915,11.39,AA
2020-09-25,6228166.0,11.5,11.55,11.7573,11.3,AA
2020-09-28,5192009.0,11.83,12.24,12.33,11.82,AA
2020-09-29,5207495.0,12.1799,11.67,12.1799,11.55,AA
2020-09-30,5559471.0,11.68,11.63,12.1,11.56,AA
2020-10-01,6168920.0,11.69,11.39,11.88,11.29,AA
2020-10-02,5708414.0,11.02,11.82,11.95,10.98,AA
2020-10-05,5430153.0,11.95,11.93,12.17,11.835,AA
2020-10-06,7071475.0,12.11,11.67,12.47,11.66,AA
2020-10-07,3987269.0,11.96,12.24,12.3,11.96,AA
2020-10-08,4907422.0,12.45,12.73,12.74,12.38,AA
2020-10-09,8501290.0,12.94,12.52,12.97,12.25,AA
2020-10-12,5141803.0,12.59,12.59,12.65,12.3494,AA
2020-10-13,5969809.0,12.44,12.72,12.83,12.36,AA
2020-10-14,7509107.0,12.79,13.0,13.14,12.7055,AA
2020-10-15,13671551.0,11.45,12.3,12.44,11.41,AA
2020-10-16,5455581.0,12.31,12.62,12.66,12.03,AA
2020-10-19,6711782.0,12.67,12.63,13.22,12.61,AA
2020-10-20,4589126.0,12.9,12.8,13.1,12.74,AA
2020-10-21,7348997.0,12.83,13.32,13.6,12.8,AA
2020-10-22,5399732.0,13.28,13.66,13.67,13.02,AA
2020-10-23,5356925.0,13.8,13.47,14.14,13.47,AA
