,ticker,queryCount,resultsCount,adjusted,results,status,request_id,count
107,X:BTCUSD,120,120,True,"{'v': 3.142800989999997, 'vw': 31825.0892, 'o': 31823.28, 'c': 31824.89, 'h': 31843, 'l': 31818.05, 't': 1654048020000, 'n': 250}",OK,f21f3e2cb68fcc4a5e6136f0ae862398,120
108,X:BTCUSD,120,120,True,"{'v': 26.79468554, 'vw': 31825.7495, 'o': 31821.53, 'c': 31831.6, 'h': 31844, 'l': 31811.08, 't': 1654048080000, 'n': 338}",OK,f21f3e2cb68fcc4a5e6136f0ae862398,120
109,X:BTCUSD,120,120,True,"{'v': 4.591030979999998, 'vw': 31827.5244, 'o': 31834.97, 'c': 31819.81, 'h': 31838, 'l': 31819.71, 't': 1654048140000, 'n': 260}",OK,f21f3e2cb68fcc4a5e6136f0ae862398,120
110,X:BTCUSD,120,120,True,"{'v': 7.150549400000007, 'vw': 31828.406, 'o': 31819.8, 'c': 31839.65, 'h': 31844.06, 'l': 31815.27, 't': 1654048200000, 'n': 289}",OK,f21f3e2cb68fcc4a5e6136f0ae862398,120
111,X:BTCUSD,120,120,True,"{'v': 11.10693723, 'vw': 31851.9265, 'o': 31840.33, 'c': 31851.93, 'h': 31871, 'l': 31832.82, 't': 1654048260000, 'n': 382}",OK,f21f3e2cb68fcc4a5e6136f0ae862398,120
112,X:BTCUSD,120,120,True,"{'v': 5.011193760000013, 'vw': 31852.0164, 'o': 31851.93, 'c': 31855.86, 'h': 31864, 'l': 31845.3, 't': 1654048320000, 'n': 325}",OK,f21f3e2cb68fcc4a5e6136f0ae862398,120
113,X:BTCUSD,120,120,True,"{'v': 4.3964288699999985, 'vw': 31862.6192, 'o': 31855.86, 'c': 31868.71, 'h': 31872.80438694, 'l': 31851.53, 't': 1654048380000, 'n': 261}",OK,f21f3e2cb68fcc4a5e6136f0ae862398,120
114,X:BTCUSD,120,120,True,"{'v': 8.226001820000004, 'vw': 31872.3466, 'o': 31868.86, 'c': 31864.4, 'h': 31881.46, 'l': 31863.8, 't': 1654048440000, 'n': 336}",OK,f21f3e2cb68fcc4a5e6136f0ae862398,120
115,X:BTCUSD,120,120,True,"{'v': 10.461115699999992, 'vw': 31876.9524, 'o': 31869.19, 'c': 31880.68, 'h': 31886.7, 'l': 31867.5, 't': 1654048500000, 'n': 354}",OK,f21f3e2cb68fcc4a5e6136f0ae862398,120
116,X:BTCUSD,120,120,True,"{'v': 26.616551690000012, 'vw': 31892.9714, 'o': 31882.1, 'c': 31896.3, 'h': 31901.58, 'l': 31881.2, 't': 1654048560000, 'n': 391}",OK,f21f3e2cb68fcc4a5e6136f0ae862398,120
117,X:BTCUSD,120,120,True,"{'v': 6.294131459999995, 'vw': 31894.0851, 'o': 31896.29, 'c': 31895.44, 'h': 31898.99, 'l': 31889, 't': 1654048620000, 'n': 315}",OK,f21f3e2cb68fcc4a5e6136f0ae862398,120
118,X:BTCUSD,120,120,True,"{'v': 20.93867130000001, 'vw': 31891.7845, 'o': 31895.43, 'c': 31890, 'h': 31901.7, 'l': 31889.63697641, 't': 1654048680000, 'n': 322}",OK,f21f3e2cb68fcc4a5e6136f0ae862398,120
119,X:BTCUSD,120,120,True,"{'v': 52.96621805999997, 'vw': 31892.254, 'o': 31890, 'c': 31906.2, 'h': 31908.89, 'l': 31890, 't': 1654048740000, 'n': 569}",OK,f21f3e2cb68fcc4a5e6136f0ae862398,120
