date,volume,open,close,high,low,symbol,ratio_adj,split_factor,volume_adj,open_adj,close_adj,high_adj,low_adj,dollar_volume
2020-08-24,27589,1.1,1.08,1.17,1.08,AACG,1,1.0,27589.0,1.1,1.08,1.17,1.08,29796.120000000003
2020-08-25,3853,1.0901,1.09,1.13,1.09,AACG,1,1.0,3853.0,1.0901,1.09,1.13,1.09,4199.77
2020-08-26,19799,1.08,1.1,1.1099,1.075,AACG,1,1.0,19799.0,1.08,1.1,1.1099,1.075,21778.9
2020-08-27,13571,1.075,1.06,1.0947,1.06,AACG,1,1.0,13571.0,1.075,1.06,1.0947,1.06,14385.26
2020-08-28,250412,1.11,1.2,1.2738,1.11,AACG,1,1.0,250412.0,1.11,1.2,1.2738,1.11,300494.39999999997
2020-08-31,22193,1.2,1.12,1.2,1.11,AACG,1,1.0,22193.0,1.2,1.12,1.2,1.11,24856.160000000003
2020-09-01,43516,1.16,1.17,1.18,1.1,AACG,1,1.0,43516.0,1.16,1.17,1.18,1.1,50913.719999999994
2020-09-02,17240,1.1204,1.13,1.18,1.12,AACG,1,1.0,17240.0,1.1204,1.13,1.18,1.12,19481.199999999997
2020-09-03,32074,1.132,1.11,1.15,1.06,AACG,1,1.0,32074.0,1.132,1.11,1.15,1.06,35602.14000000001
2020-09-04,27247,1.09,1.1,1.11,1.068,AACG,1,1.0,27247.0,1.09,1.1,1.11,1.068,29971.7
2020-09-08,17481,1.09,1.14,1.14,1.07,AACG,1,1.0,17481.0,1.09,1.14,1.14,1.07,19928.339999999997
2020-09-09,9963,1.11,1.09,1.14,1.07,AACG,1,1.0,9963.0,1.11,1.09,1.14,1.07,10859.67
2020-09-10,26856,1.08,1.07,1.09,1.07,AACG,1,1.0,26856.0,1.08,1.07,1.09,1.07,28735.920000000002
2020-09-11,22739,1.08,1.06,1.09,1.06,AACG,1,1.0,22739.0,1.08,1.06,1.09,1.06,24103.34
2020-09-14,11490,1.084,1.09,1.09,1.06,AACG,1,1.0,11490.0,1.084,1.09,1.09,1.06,12524.1
2020-09-15,13679,1.11,1.1,1.1104,1.07,AACG,1,1.0,13679.0,1.11,1.1,1.1104,1.07,15046.900000000001
2020-09-16,7630,1.1,1.12,1.1204,1.08,AACG,1,1.0,7630.0,1.1,1.12,1.1204,1.08,8545.6
2020-09-17,6684,1.09,1.09,1.0999,1.07,AACG,1,1.0,6684.0,1.09,1.09,1.0999,1.07,7285.56
2020-09-18,12246,1.075,1.06,1.08,1.06,AACG,1,1.0,12246.0,1.075,1.06,1.08,1.06,12980.76
2020-09-21,3862,1.08,1.06,1.08,1.06,AACG,1,1.0,3862.0,1.08,1.06,1.08,1.06,4093.7200000000003
2020-09-22,8644,1.07,1.07,1.1196,1.061,AACG,1,1.0,8644.0,1.07,1.07,1.1196,1.061,9249.08
2020-09-23,4587,1.085,1.0752,1.085,1.07,AACG,1,1.0,4587.0,1.085,1.0752,1.085,1.07,4931.9424
2020-09-24,22408,1.07,1.07,1.09,1.06,AACG,1,1.0,22408.0,1.07,1.07,1.09,1.06,23976.56
2020-09-25,33995,1.06,1.1,1.11,1.06,AACG,1,1.0,33995.0,1.06,1.1,1.11,1.06,37394.5
2020-09-28,238983,1.15,1.1501,1.21,1.075,AACG,1,1.0,238983.0,1.15,1.1501,1.21,1.075,274854.34829999995
2020-09-29,78815,1.13,1.1283,1.17,1.09,AACG,1,1.0,78815.0,1.13,1.1283,1.17,1.09,88926.9645
2020-09-30,18678,1.1182,1.105,1.1345,1.09,AACG,1,1.0,18678.0,1.1182,1.105,1.1345,1.09,20639.19
2020-10-01,4725,1.11,1.13,1.13,1.11,AACG,1,1.0,4725.0,1.11,1.13,1.13,1.11,5339.249999999999
2020-10-02,17237,1.1,1.1,1.14,1.09,AACG,1,1.0,17237.0,1.1,1.1,1.14,1.09,18960.7
2020-10-05,11109,1.1,1.11,1.13,1.09,AACG,1,1.0,11109.0,1.1,1.11,1.13,1.09,12330.990000000002
2020-10-06,1777,1.13,1.11,1.13,1.11,AACG,1,1.0,1777.0,1.13,1.11,1.13,1.11,1972.4700000000003
2020-10-07,6447,1.115,1.1,1.115,1.095,AACG,1,1.0,6447.0,1.115,1.1,1.115,1.095,7091.700000000001
2020-10-08,5607,1.09,1.09,1.09,1.07,AACG,1,1.0,5607.0,1.09,1.09,1.09,1.07,6111.63
2020-10-09,26776,1.0899,1.08,1.09,1.07,AACG,1,1.0,26776.0,1.0899,1.08,1.09,1.07,28918.08
2020-10-12,994439,1.07,1.19,1.43,1.06,AACG,1,1.0,994439.0,1.07,1.19,1.43,1.06,1183382.41
2020-10-13,184798,1.24,1.09,1.29,1.06,AACG,1,1.0,184798.0,1.24,1.09,1.29,1.06,201429.82
2020-10-14,85680,1.09,1.15,1.17,1.0811,AACG,1,1.0,85680.0,1.09,1.15,1.17,1.0811,98531.99999999999
2020-10-15,59878,1.1,1.166,1.18,1.1,AACG,1,1.0,59878.0,1.1,1.166,1.18,1.1,69817.74799999999
2020-10-16,174273,1.16,1.1852,1.259,1.14,AACG,1,1.0,174273.0,1.16,1.1852,1.259,1.14,206548.3596
2020-10-19,682585,1.22,1.22,1.4,1.14,AACG,1,1.0,682585.0,1.22,1.22,1.4,1.14,832753.7
2020-10-20,96601,1.24,1.245,1.29,1.24,AACG,1,1.0,96601.0,1.24,1.245,1.29,1.24,120268.24500000001
2020-10-21,51733,1.28,1.18,1.28,1.18,AACG,1,1.0,51733.0,1.28,1.18,1.28,1.18,61044.939999999995
2020-10-22,296487,1.19,1.26,1.28,1.17,AACG,1,1.0,296487.0,1.19,1.26,1.28,1.17,373573.62
2020-10-23,23361,1.25,1.23,1.25,1.2,AACG,1,1.0,23361.0,1.25,1.23,1.25,1.2,28734.03
